SamplingTimes,IPTG,Citrine,ErrorBar_Citrine
345,0.722841082990846,26.286948917158,1.37215053877631
350,0.722841082990846,28.0019404599755,1.37215053877631
355,0.722841082990846,28.9628820596636,1.37215053877631
360,0.722841082990846,27.7155386984427,1.37215053877631
365,0.722841082990846,26.3505339098297,1.37215053877631
370,0.722841082990846,25.5611934841079,1.37215053877631
375,0.722841082990846,26.9699933320805,1.37215053877631
380,0.722841082990846,28.6699876221432,1.37215053877631
385,0.722841082990846,26.5298935043285,1.37215053877631
390,0.722841082990846,28.2508765755409,1.37215053877631
395,0.722841082990846,26.2363952014024,1.37215053877631
400,1.17118413186541e-05,27.07513349783,1.37215053877631
405,1.17118413186541e-05,25.5563415614186,1.37215053877631
410,1.17118413186541e-05,27.1046937981763,1.37215053877631
415,1.17118413186541e-05,22.5083154719748,1.37215053877631
420,1.17118413186541e-05,20.2854991211819,1.37215053877631
425,1.17118413186541e-05,21.3913362381956,1.37215053877631
430,1.17118413186541e-05,21.9966722142516,1.37215053877631
435,1.17118413186541e-05,20.9968871043869,1.37215053877631
440,1.17118413186541e-05,19.3622312677927,1.37215053877631
445,1.17118413186541e-05,19.2885430070569,1.37215053877631
450,1.17118413186541e-05,20.0210374160443,1.37215053877631
455,1.17118413186541e-05,19.8418481877597,1.37215053877631
460,1.17118413186541e-05,18.6363020306262,1.37215053877631
465,1.17118413186541e-05,20.712221351727,1.37215053877631
470,1.17118413186541e-05,18.6238220717563,1.37215053877631
475,1.17118413186541e-05,18.7893959537156,1.37215053877631
480,1.17118413186541e-05,18.7226540050854,1.37215053877631
485,1.17118413186541e-05,17.4671326823516,1.37215053877631
490,1.17118413186541e-05,18.4894649058202,1.37215053877631
495,1.17118413186541e-05,16.7301905389939,1.37215053877631
500,1.17118413186541e-05,17.2233716349635,1.37215053877631
505,1.17118413186541e-05,18.0416722261812,1.37215053877631
510,1.17118413186541e-05,19.3489871032225,1.37215053877631
515,1.17118413186541e-05,19.5069534738255,1.37215053877631
520,1.17118413186541e-05,17.9729422758261,1.37215053877631
525,1.17118413186541e-05,19.5154466013177,1.37215053877631
530,1.17118413186541e-05,17.449853203919,1.37215053877631
535,1.17118413186541e-05,13.8641442447662,1.37215053877631
540,1.17118413186541e-05,19.2384881301067,1.37215053877631
545,1.17118413186541e-05,14.3841032968447,1.37215053877631
550,1.17118413186541e-05,17.3668108992733,1.37215053877631
555,1.17118413186541e-05,17.4019532590873,1.37215053877631
560,1.17118413186541e-05,16.4872391907323,1.37215053877631
565,1.17118413186541e-05,20.1417178783454,1.37215053877631
570,1.17118413186541e-05,17.4920374918178,1.37215053877631
575,1.17118413186541e-05,17.3875434510987,1.37215053877631
580,1.17118413186541e-05,17.5271289551278,1.37215053877631
585,1.17118413186541e-05,17.2797352361318,1.37215053877631
590,1.17118413186541e-05,16.9009036118254,1.37215053877631
595,1.17118413186541e-05,16.4175609930244,1.37215053877631
600,1.17118413186541e-05,16.2842585268242,1.37215053877631
605,1.17118413186541e-05,17.9137745154799,1.37215053877631
610,1.17118413186541e-05,19.5859179708906,1.37215053877631
615,1.17118413186541e-05,16.8353665493914,1.37215053877631
620,1.17118413186541e-05,18.8244356788413,1.37215053877631
625,1.17118413186541e-05,17.4273148800866,1.37215053877631
630,1.17118413186541e-05,19.8098178201451,1.37215053877631
635,1.17118413186541e-05,16.0262992303634,1.37215053877631
640,1.17118413186541e-05,18.5025324170637,1.37215053877631
645,1.17118413186541e-05,17.0191727414266,1.37215053877631
650,1.17118413186541e-05,15.4830794946125,1.37215053877631
655,1.17118413186541e-05,16.1145021431079,1.37215053877631
660,1.17118413186541e-05,16.3478211496553,1.37215053877631
665,1.17118413186541e-05,14.7603796423261,1.37215053877631
670,1.17118413186541e-05,15.8068675539396,1.37215053877631
675,1.17118413186541e-05,16.1447036557123,1.37215053877631
680,1.17118413186541e-05,17.9017361467284,1.37215053877631
685,1.17118413186541e-05,16.8187161764995,1.37215053877631
690,1.17118413186541e-05,16.5293304857339,1.37215053877631
695,1.17118413186541e-05,15.8744169660336,1.37215053877631
700,1.17118413186541e-05,17.9973808293166,1.37215053877631
705,1.17118413186541e-05,16.8328109429661,1.37215053877631
710,1.17118413186541e-05,19.2461154154058,1.37215053877631
715,1.17118413186541e-05,17.7564101767965,1.37215053877631
720,1.17118413186541e-05,17.1981693120885,1.37215053877631
725,1.17118413186541e-05,21.1664294087334,1.37215053877631
730,1.17118413186541e-05,17.3438839325131,1.37215053877631
735,1.17118413186541e-05,15.6580028820463,1.37215053877631
740,1.17118413186541e-05,16.6596183694241,1.37215053877631
745,1.17118413186541e-05,16.1702231254589,1.37215053877631
750,1.17118413186541e-05,17.0101407197753,1.37215053877631
755,1.17118413186541e-05,16.9525658906506,1.37215053877631
760,1.17118413186541e-05,15.7630170848902,1.37215053877631
765,1.17118413186541e-05,16.5775372166187,1.37215053877631
770,1.17118413186541e-05,17.8081686329339,1.37215053877631
775,1.17118413186541e-05,17.1869413074482,1.37215053877631
780,1.17118413186541e-05,19.3819485674143,1.37215053877631
785,1.17118413186541e-05,16.937049303812,1.37215053877631
790,1.17118413186541e-05,17.5599700953715,1.37215053877631
795,1.17118413186541e-05,18.388648070895,1.37215053877631
800,4.37667604183806e-06,15.9376063950277,1.37215053877631
805,4.37667604183806e-06,13.7032858205258,1.37215053877631
810,4.37667604183806e-06,17.2866131303918,1.37215053877631
815,4.37667604183806e-06,17.8242171535626,1.37215053877631
820,4.37667604183806e-06,16.7587765058994,1.37215053877631
825,4.37667604183806e-06,18.0003483199467,1.37215053877631
830,4.37667604183806e-06,19.332799909347,1.37215053877631
835,4.37667604183806e-06,19.88727259943,1.37215053877631
840,4.37667604183806e-06,17.3358648566504,1.37215053877631
845,4.37667604183806e-06,17.4609708463555,1.37215053877631
850,4.37667604183806e-06,16.2713165369993,1.37215053877631
855,4.37667604183806e-06,18.3634762381207,1.37215053877631
860,4.37667604183806e-06,16.3324767018872,1.37215053877631
865,4.37667604183806e-06,16.9071547046439,1.37215053877631
870,4.37667604183806e-06,17.376541078836,1.37215053877631
875,4.37667604183806e-06,19.3223080519888,1.37215053877631
880,4.37667604183806e-06,19.3210492007576,1.37215053877631
885,4.37667604183806e-06,16.624952530892,1.37215053877631
890,4.37667604183806e-06,18.0357973544593,1.37215053877631
895,4.37667604183806e-06,15.6084033541153,1.37215053877631
900,4.37667604183806e-06,16.614088195915,1.37215053877631
905,4.37667604183806e-06,17.3715798098993,1.37215053877631
910,4.37667604183806e-06,17.0591716939852,1.37215053877631
915,4.37667604183806e-06,19.3093098049419,1.37215053877631
920,4.37667604183806e-06,17.3931025069411,1.37215053877631
925,4.37667604183806e-06,15.7194612866804,1.37215053877631
930,4.37667604183806e-06,17.7314870646738,1.37215053877631
935,4.37667604183806e-06,18.9296893186775,1.37215053877631
940,4.37667604183806e-06,18.0383538138883,1.37215053877631
945,4.37667604183806e-06,19.6959716507218,1.37215053877631
950,4.37667604183806e-06,17.1147450335588,1.37215053877631
955,4.37667604183806e-06,18.930578323411,1.37215053877631
960,4.37667604183806e-06,17.3804109879246,1.37215053877631
965,4.37667604183806e-06,14.485756656718,1.37215053877631
970,4.37667604183806e-06,17.6930930521703,1.37215053877631
975,4.37667604183806e-06,18.8529667133219,1.37215053877631
980,4.37667604183806e-06,16.506489360691,1.37215053877631
985,4.37667604183806e-06,16.1891598373135,1.37215053877631
990,4.37667604183806e-06,14.0404563141554,1.37215053877631
995,4.37667604183806e-06,14.8186213970545,1.37215053877631
1000,4.37667604183806e-06,16.5088423096782,1.37215053877631
1005,4.37667604183806e-06,17.987561222212,1.37215053877631
1010,4.37667604183806e-06,18.4024913872096,1.37215053877631
1015,4.37667604183806e-06,16.1712934126146,1.37215053877631
1020,4.37667604183806e-06,17.5607357713177,1.37215053877631
1025,4.37667604183806e-06,18.2272496398895,1.37215053877631
1030,4.37667604183806e-06,16.687021101144,1.37215053877631
1035,4.37667604183806e-06,18.1457201861594,1.37215053877631
1040,4.37667604183806e-06,16.8843289250888,1.37215053877631
1045,4.37667604183806e-06,17.7286861412734,1.37215053877631
1050,4.37667604183806e-06,16.1813432647215,1.37215053877631
1055,4.37667604183806e-06,17.0586288779967,1.37215053877631
1060,4.37667604183806e-06,17.2904004508646,1.37215053877631
1065,4.37667604183806e-06,21.2489961157367,1.37215053877631
1070,4.37667604183806e-06,16.4398640934875,1.37215053877631
1075,4.37667604183806e-06,14.8513518829078,1.37215053877631
1080,4.37667604183806e-06,15.2765980672343,1.37215053877631
1085,4.37667604183806e-06,17.0637252110289,1.37215053877631
1090,4.37667604183806e-06,16.8728591340231,1.37215053877631
1095,4.37667604183806e-06,16.9296112248235,1.37215053877631
1100,4.37667604183806e-06,16.4087377415841,1.37215053877631
1105,4.37667604183806e-06,18.6240822934343,1.37215053877631
1110,4.37667604183806e-06,18.0428335852877,1.37215053877631
1115,4.37667604183806e-06,16.5675303472528,1.37215053877631
1120,4.37667604183806e-06,17.5229076186487,1.37215053877631
1125,4.37667604183806e-06,17.7978970212664,1.37215053877631
1130,4.37667604183806e-06,17.9364487423911,1.37215053877631
1135,4.37667604183806e-06,17.3186223871257,1.37215053877631
1140,4.37667604183806e-06,17.5429636874385,1.37215053877631
1145,4.37667604183806e-06,17.4957541971475,1.37215053877631
1150,4.37667604183806e-06,15.3375562059543,1.37215053877631
1155,4.37667604183806e-06,14.2452436320737,1.37215053877631
1160,4.37667604183806e-06,18.3420975091328,1.37215053877631
1165,4.37667604183806e-06,17.1665118492074,1.37215053877631
1170,4.37667604183806e-06,15.3663795647342,1.37215053877631
1175,4.37667604183806e-06,17.7226227617752,1.37215053877631
1180,4.37667604183806e-06,17.5198371243221,1.37215053877631
1185,4.37667604183806e-06,19.2833472371028,1.37215053877631
1190,4.37667604183806e-06,17.3929480155925,1.37215053877631
1195,4.37667604183806e-06,17.5688906078282,1.37215053877631
1200,4.37667604183806e-06,17.7909412043941,1.37215053877631
